17.1, 13.51, 0.0, 804.6, 307.3, 0.45, 54.3, 13.9, 4.3, -11.4
20.8, 13.51, 0.05, 398.5, 406.2, 1.06, 51.0, 17.0, 4.4, -11.4
17.6, 13.51, 0.68, 692.9, 330.7, 1.35, 60.7, 15.0, 4.5, -11.4
19.7, 13.51, 0.4, 466.6, 385.9, 1.34, 55.0, 16.6, 4.6, -11.4
15.5, 13.51, 2.89, 465.1, 364.3, 2.29, 78.3, 13.1, 4.6, -11.4
14.2, 13.51, 2.96, 388.6, 371.7, 2.86, 77.4, 11.4, 4.8, -11.4
14.6, 13.51, 1.1, 433.9, 365.0, 1.87, 77.7, 11.6, 4.9, -11.4
13.2, 13.51, 0.73, 652.5, 317.0, 2.73, 73.6, 10.8, 4.9, -11.4
14.5, 13.51, 0.05, 655.0, 321.4, 2.87, 61.9, 11.7, 4.9, -11.4
16.5, 13.51, 0.0, 726.2, 316.1, 1.52, 53.3, 13.4, 4.9, -11.4
17.9, 13.51, 0.0, 709.8, 325.2, 2.52, 51.8, 14.7, 4.9, -11.4
19.6, 13.51, 0.16, 616.3, 352.0, 1.7, 58.1, 16.1, 5.0, -11.4
20.6, 13.51, 0.1, 607.9, 358.1, 0.98, 56.8, 17.1, 5.1, -11.4
20.6, 13.51, 0.18, 588.0, 361.9, 1.85, 54.2, 17.6, 5.1, -11.4
20.2, 13.51, 0.01, 592.8, 358.5, 1.31, 50.4, 17.2, 5.2, -11.4
19.9, 13.51, 0.09, 405.6, 396.1, 1.94, 53.2, 17.2, 5.3, -11.4
17.9, 13.51, 0.0, 480.8, 369.1, 3.25, 55.1, 15.3, 5.3, -11.4
18.0, 12.8, 0.0, 900.1, 290.6, 1.77, 66.3, 15.2, 5.3, -11.4
17.3, 12.8, 0.0, 847.9, 296.9, 0.55, 65.6, 14.7, 5.4, -11.4
19.2, 12.8, 0.0, 832.7, 306.7, 2.12, 52.2, 16.3, 5.4, -11.4
15.8, 12.8, 0.0, 890.3, 280.8, 2.81, 52.1, 13.7, 5.4, -11.4
16.6, 12.8, 0.0, 787.0, 302.7, 1.51, 52.0, 13.6, 5.4, -11.4
16.6, 12.8, 0.0, 642.5, 329.8, 1.15, 58.0, 13.5, 5.4, -11.4
15.8, 12.8, 0.0, 397.8, 371.7, 3.2, 58.2, 13.9, 5.4, -11.4
